,symbol
154,ATP6AP2
155,ZNF148
156,SMC1B
157,FNDC10
158,KCTD2
159,ATP6V1H
160,BPTF
161,RBM47
162,SNX12
163,RRP12
164,GGT1
165,WNK1
166,CDCA5
167,HOXC13
168,PLEKHF2
169,CPSF4
170,MED22
171,HAUS1
172,C11orf68
173,GPI
174,TNXB
175,ATXN7L1
176,CD2BP2
177,HMGXB3
178,MC1R
179,SEC16A
180,DUSP1
181,PRR20A
182,KCTD5
183,RAB39A
184,DPPA5
185,PPP1R18
186,ATAD5
187,PTGER2
188,MRPL11
189,NAPA
190,PFDN6
191,DDX5
192,CPOX
193,NDUFB3
194,OGFR
195,COPS4
196,HIST1H3D
197,TMX2
198,NOP53
199,RPL12
200,ESPL1
201,PABPN1
202,SLC25A51
203,OR2L3
204,NUP58
205,OR51B6
206,FAM3A
207,MED29
208,LTB4R2
209,FAM86C1
210,RPL34
211,CLCC1
212,UQCRFS1
213,COASY
214,RASIP1
215,HIST1H3G
216,TUBG1
217,FAM102B
218,CHD5
219,RTTN
220,TTC5
221,ABL1
222,EIF4A3
223,ELP5
224,NPC1
225,FAM43A
226,POP5
227,NDUFS3
228,HLX
229,IGHMBP2
230,LCE3A
231,MARK3
232,CNIH1
233,TPM4
234,PQBP1
235,NRK
236,TSPAN6
237,CLPX
238,SRM
239,PEAK3
240,OR1D2
241,ATG10
242,HYLS1
243,CYB5B
244,GJC3
245,RAD9A
246,EHMT1
247,ING2
248,AQP7
249,RBM33
250,SRSF5
251,SRRM1
252,PCDHA11
253,MAN2A1
254,ZBTB17
255,NACA
256,DHX8
257,ATG13
258,XBP1
259,SRSF3
260,MIB1
261,ANGPTL8
262,KLHL9
263,PNPO
264,TIPARP
265,PMP22
266,GGT7
267,HSP90B1
268,CPSF1
269,CDCA8
270,PPP1CA
271,FBXO11
272,RPS10
273,C12orf57
274,DEAF1
275,HS3ST3B1
276,HIST1H2BG
277,PAX6
278,AP1B1
279,MAN1C1
280,KCTD18
281,CDKN1A
282,CXCR1
283,NOP16
284,WDR1
285,LYRM4
286,USP48
287,BTAF1
288,BCOR
289,CHMP1B
290,CCDC22
291,CEP55
292,NUBP2
293,DEPDC5
294,SCARA5
295,LRRC57
296,TRIM9
297,IRS1
298,TESK1
299,CYP2B6
300,ACTR10
301,SLC39A5
302,RMC1
303,AMOTL1
304,TFAP4
305,NDUFA4
306,SKA3
307,HIF3A
308,OR56A3
309,AP2B1
310,XPR1
311,ARFRP1
312,CRLF3
313,ZNF839
314,OSER1
315,RNF168
316,FZD5
317,SDE2
318,UBA3
319,E2F6
320,TSEN34
321,TMEM258
322,LHX1
323,PYM1
324,TUBA1C
325,MED28
326,USP42
327,UBR5
328,PBLD
329,TRIP10
330,IRF9
331,LIFR
332,DYNC1LI1
333,EAPP
334,TARS
335,DCTN5
336,IGBP1
337,CERS2
338,TUBB
339,NRAS
340,GTF2H5
341,CLDN7
342,LGALS7
343,SPTY2D1
344,VEZT
345,DPH6
346,SOX12
347,ARHGAP26
348,MRPL3
349,INTS4
350,TRIP11
351,LGALS3BP
352,CASC4
353,RCE1
354,MRPL4
355,MED6
356,PCF11
357,CUX1
358,MGRN1
359,COA5
360,SBF2
361,CNOT11
362,ALG5
363,RBKS
364,PSMC2
365,CTAGE1
366,NFAT5
367,R3HCC1L
368,ALAS1
369,PSMA2
370,PDCD2L
371,TUBGCP4
372,SMURF1
373,SAMHD1
374,HIST2H4B
375,OSBPL9
376,PHAX
377,LMO4
378,NAE1
379,CYP3A5
380,CCNE1
381,ZNF131
382,TAF1C
383,COMMD3
384,OR7G3
385,PDE12
386,ARID2
387,L3MBTL3
388,PNKP
389,ARMCX6
390,RMND5A
391,PRDX1
392,ADRB2
393,RPS20
394,CHRM2
395,ELOB
396,PLEKHG3
397,ALAD
398,C9orf16
399,UBE2S
400,POLR1A
401,RPSA
402,ANXA13
403,FBXO7
404,KIF1BP
405,UPF2
406,ZBTB10
407,MSL2
408,SPAG7
409,RXFP3
410,NUP214
411,KRTAP4-2
412,NCAPG
413,RCOR2
414,RNF2
415,LRRC45
416,TPT1
417,PEG10
418,C1orf174
419,SPTLC2
420,TAOK2
421,DENND2C
422,CFAP221
423,COMMD2
424,RAD17
425,PRRC2A
426,SCAP
427,TMSB4X
428,TBC1D22B
429,CCDC115
430,GEMIN7
431,GFPT1
432,HELZ2
433,ZW10
434,MEAF6
435,SNIP1
436,MAPKAP1
437,SMARCA4
438,RALGAPA1
439,POP4
440,CCDC125
441,HNRNPA2B1
442,C12orf66
443,GCLC
444,CENPE
445,MIPEP
446,SSH1
447,CA7
448,ENKD1
449,HMBS
450,DUSP7
451,SMARCD2
452,TSR2
453,ZNF644
454,AFF4
455,SRPX
456,CDYL
457,GABPA
458,KLHDC3
459,XAB2
460,ZFAND1
461,ANAPC13
462,TFAP2B
463,WAC
464,KDSR
465,TAF3
466,TNRC6B
467,PIK3R4
468,XRCC5
469,KLHL7
470,WARS
471,PNN
472,ADGRE3
473,YME1L1
474,GFM1
475,KAT5
476,RASSF7
477,B4GALT1
478,RALY
479,UFC1
480,ZMYND11
481,VTCN1
482,TBP
483,MYRF
484,PSMB5
485,SPATA5
486,ARMC4
487,INTS12
488,OR7A10
489,ECT2L
490,GTF3C1
491,DPY30
492,PRMT1
493,SCGB1C1
494,SMARCC1
495,MYRIP
496,ZSCAN10
497,SNRNP48
498,EEF2KMT
499,CLDN19
