,symbol
218,KIAA0319L
219,DIRC1
220,CPXM2
221,PREP
222,C10orf99
223,TMEM150B
224,DUS2
225,BTG4
226,HGD
227,SLC16A4
228,CCK
229,PLXNB1
230,PPP1R12C
231,PHYHIP
232,TNFRSF1B
233,STX19
234,CREB3L4
235,OR51T1
236,RAD21L1
237,ZNF202
238,TAAR6
239,KLRC3
240,PIP
241,GPAT3
242,MAT2B
243,OR51F2
244,KRTAP4-4
245,NELL1
246,GALNT18
247,THYN1
248,STPG1
249,TIGIT
250,CCDC140
251,CPNE4
252,KPNA3
253,DHRS11
254,LRRC36
255,IRGM
256,CA1
257,EBF4
258,ETNPPL
259,FGF5
260,TNIP3
261,CEACAM5
262,SULT1C4
263,OR2A4
264,NKAIN1
265,OR5M11
266,FLRT2
267,GAGE2A
268,C8orf37
269,CDK5R2
270,OR51A7
271,ZNF704
272,YPEL2
273,LRRC72
274,HPDL
275,LIPK
276,HOXB5
277,KCTD6
278,ANO6
279,GPNMB
280,GPR135
281,B3GLCT
282,PUDP
283,UBASH3B
284,ALDH5A1
285,ITSN1
286,GLRA3
287,CCL13
288,UGT1A1
289,ASCL3
290,NHLRC3
291,PRSS55
292,PADI1
293,C10orf55
294,C10orf82
295,KRTAP2-4
296,GFI1B
297,PLSCR4
298,CC2D1A
299,DCAF16
300,APBB3
301,E2F5
302,IKZF4
303,OR2T34
304,SPOCK1
305,CASC1
306,IHH
307,CFHR5
308,TAS2R19
309,CHRM1
310,SLC16A7
311,OR51S1
312,AP3S2
313,SUMO1
314,TLR7
315,GLUD2
316,SLC22A4
317,KRTAP25-1
318,TMEM98
319,IFIT5
320,CSN1S1
321,FRMD1
322,STATH
323,ZNF426
324,MAPKBP1
325,NOSTRIN
326,ABHD5
327,RIMS4
328,ZBTB4
329,KLHL42
330,OR6V1
331,DCP1B
332,LANCL1
333,GALR2
334,GHITM
335,NDNF
336,GMCL1
337,MTCP1
338,KLHL10
339,ZNF415
340,SLC9C2
341,ZNF440
342,ANKRD34B
343,ENKUR
344,PCDH11X
345,CLN5
346,AKR1C2
347,ZNF300
348,PRKACG
349,HNRNPCL1
350,ABRACL
351,CCNY
352,SLC5A9
353,ANXA5
354,TEX15
355,AK5
356,TRAF3IP3
357,CNTNAP4
358,SH2D3A
359,CPA1
360,AGL
361,SLC8B1
362,OR8H2
363,EDEM3
364,BTBD16
365,ART5
366,KLHL31
367,SH2D1B
368,PCDHB15
369,SYCP2
370,ECI2
371,SULT1C3
372,ZSCAN4
373,CALHM2
374,CALB2
375,GYPA
376,PCDHA5
377,OR8S1
378,OR2L5
379,RNASE6
380,CCDC102B
381,NAGS
382,PGM1
383,TMPRSS3
384,GLB1L3
385,PDLIM5
386,PVR
387,ACKR3
388,ACP5
389,EXOC6
390,CSF1R
391,FZD3
392,ANXA1
393,RWDD3
394,RIBC1
395,KRTAP8-1
396,PCDHGA2
397,CAPZA2
398,ADAMTS6
399,ZNF81
400,HTR3E
401,DHRS12
402,CNTD1
403,IFNE
404,IFI27L2
405,SFXN3
406,POTEE
407,ATP5MC3
408,SULT1E1
409,TGM6
410,HYAL1
411,ABHD6
412,FAXDC2
413,IL6
414,C14orf177
415,RALB
416,CLUAP1
417,PROSER1
418,CACNG5
419,TBPL1
420,RFTN1
421,VEGFA
422,AMPD3
423,KIAA0754
424,MAST2
425,JAKMIP2
426,SSTR5
427,TMEM239
428,MBD5
429,WNT2
430,IQCG
431,TRPM2
432,FUT9
433,LRRC2
434,CFHR3
435,FOXP3
436,VRK2
437,KRTAP10-7
438,GPR142
439,ASB17
440,NUDT9
441,SRCIN1
442,OR51L1
443,CD300A
444,CALML3
445,RHOT1
446,KIAA1755
447,NLRP12
448,ITGAD
449,P2RY4
450,TRIM10
451,BMX
452,ZNF660
453,CDA
454,SH3RF1
455,PIAS2
456,HEG1
457,BTBD10
458,CARD8
459,TACR1
460,ZNF417
461,PROM1
462,MYCBPAP
463,METRN
464,MICAL3
465,DEFB123
466,CRISPLD1
467,OSBPL1A
468,CTXN2
469,INSL6
470,LYSMD3
471,C5orf24
472,UNG
473,PTH
474,ACER1
475,RAPGEF5
476,GBP5
477,GZMK
478,NXF2
479,SLC25A2
480,RFESD
481,DNALI1
482,ARHGAP18
483,MAMDC2
484,TCP11X2
485,SPATA31A1
486,PLSCR1
487,MARVELD2
488,SH2B3
489,RNF141
490,PGLYRP3
491,OR52D1
492,PNMA3
493,C1orf94
494,STK33
495,HIST3H3
496,ASIC5
497,HSPB8
498,RMDN2
499,SPP2
