,symbol
247,GFRA1
248,QDPR
249,ALOX12
250,RUFY4
251,SERTAD2
252,SNORA40C
253,LOC101929762
254,MIR7976
255,OBP2B
256,ITGAM
257,BDH1
258,ZNF205-AS1
259,PER1
260,CHP1
261,LINC01775
262,TSSK1B
263,URB2
264,SOX30
265,RTP5
266,GM2A
267,ZNF454
268,PTGER1
269,LOC101928323
270,PPP1R3G
271,VAMP1
272,SEC31B
273,MIR3157
274,INTU
275,DPEP3
276,SNORA73A
277,STXBP5L
278,TCOF1
279,VMAC
280,RBBP4
281,ACSM3
282,MIR34A
283,LARS2
284,MIR4676
285,OTOF
286,TBCCD1
287,DOC2A
288,CDKN2AIPNL
289,SRSF9
290,LINC02396
291,MIR5590
292,TMEM173
293,MIR4303
294,TUBB
295,FAM126B
296,MICU1
297,CYB5R1
298,SCRN3
299,MAN1C1
300,MAZ
301,LOC107985946
302,LINC01835
303,SNORD38C
304,LOC286359
305,MIR1179
306,MIR1229
307,SLC10A1
308,CALML4
309,SFXN5
310,CRHBP
311,MGA
312,LINC02493
313,SDHAF2
314,PTPN23
315,RNASEH1-AS1
316,LOC102723831
317,SORBS1
318,CAMTA1-DT
319,KHK
320,KLHL41
321,NGB
322,COX7C
323,AZIN2
324,LINC01353
325,NRL
326,IGDCC3
327,XKR8
328,RPL27A
329,LINC01816
330,PNLIPRP3
331,PTPN11
332,SLC51B
333,ARL6IP1
334,SLC35G1
335,PFKFB4
336,URB1-AS1
337,LINC02322
338,MRPL18
339,PLA2G4F
340,MLEC
341,TMOD3
342,STX5
343,CCDC172
344,HNRNPH1
345,NR0B2
346,LOC100130172
347,APBB1
348,OPALIN
349,SLC7A6OS
350,BOLA3
351,PPEF2
352,MLXIPL
353,MIR4791
354,BOD1
355,SSTR5
356,DOK1
357,ENTPD3-AS1
358,TRAFD1
359,MYO3B
360,PEX6
361,TMEM128
362,LOC100268168
363,EEFSEC
364,SNX29
365,STPG2-AS1
366,SLC4A1
367,GCC2-AS1
368,LINC01378
369,CACUL1
370,SPINT1-AS1
371,LOC101928273
372,GHDC
373,MRFAP1L1
374,POP5
375,ECD
376,SLC27A1
377,HNMT
378,GLUD1
379,LDLRAP1
380,CTBS
381,EIF4E1B
382,MIR5094
383,RMDN2
384,FUT5
385,CORO2A
386,RMST
387,CXXC4-AS1
388,RPP14
389,RPL37A
390,GMCL2
391,BBS7
392,RAP1GAP2
393,RBM25
394,MIR6802
395,SMARCAL1
396,DDX50
397,NFKB2
398,LINC02033
399,MICAL1
400,VIT
401,PCDHGA3
402,ECHDC2
403,MIR4700
404,ANXA4
405,MIR217HG
406,GLDN
407,RMDN2-AS1
408,PBRM1
409,SEPSECS
410,SLC1A4
411,CHST3
412,HAVCR2
413,ATP5MD
414,SESN1
415,RPL13AP6
416,HCLS1
417,CXXC5-AS1
418,SUFU
419,TNS1
420,IL12A
421,LACTBL1
422,P4HTM
423,MYOSLID
424,HAGH
425,SNORA11F
426,SNORA50D
427,PCDHGA6
428,MIR3651
429,NCLN
430,ZER1
431,LOC100128882
432,MT1X
433,RPS6KA4
434,CD164L2
435,GALK2
436,LINC02324
437,FUT3
438,NOL8
439,RAET1E
440,SLC52A1
441,ZNF362
442,TUBA4B
443,SNORA10
444,TRAF3IP2-AS1
445,POMGNT2
446,ANXA6
447,MARCH4
448,VENTXP7
449,GRM6
450,ARPIN-AP3S2
451,EGR1
452,RPAP1
453,SPPL2A
454,FAHD1
455,NLRP10
456,MIR4684
457,SPAG16
458,POLQ
459,PCDHB6
460,HHEX
461,ASTL
462,ACOXL
463,SMIM23
464,BICDL2
465,MIR367
466,MIR3940
467,MIR340
468,FBXW4
469,DMBX1
470,RTF1
471,ONECUT1
472,TRNAU1AP
473,DNMT1
474,TIMM9
475,HSF4
476,MSS51
477,FUT8
478,PRSS41
479,NODAL
480,SLC22A8
481,SNORA16A
482,LOC101929464
483,NOTO
484,LINC01102
485,CDK19
486,TCEA3
487,EZH1
488,LOC102467226
489,LOC100130452
490,TERF2IP
491,LINC01920
492,KCNN1
493,SNORD73B
494,SLC16A10
495,GPR135
496,HNRNPUL2-BSCL2
497,FSTL4
498,SREK1IP1
499,CENPA
